season_id,season_label,anime_title,is_rerun,kind,index,song_title,artist,youtube_url,youtube_views,youtube_channel,anime_youtube_url,anime_youtube_views,anime_youtube_channel,last_searched_at
5806,2026夏アニメ,対ありでした。～お嬢さまは格闘ゲームなんてしない～,False,ED,1,NEW GAME,halca,https://www.youtube.com/watch?v=GKtdRThIuuE,4548,KADOKAWAanime,https://www.youtube.com/watch?v=GKtdRThIuuE,4548,KADOKAWAanime,2026-07-15T09:06:14
5806,2026夏アニメ,地球大好き！きっくん,False,主題歌,1,防衛ライン（だいたい平和です）,まめぞう合唱団（えだまめ CV：新田恵海、そらまめ CV：田所あずさ）,,,,,,,
5806,2026夏アニメ,追放された転生重騎士はゲーム知識で無双する,False,OP,1,Awake,SPYAIR,https://www.youtube.com/watch?v=_j3Bm3tr7dA,100304,SHOCHIKU anime Channel,https://www.youtube.com/watch?v=_j3Bm3tr7dA,100304,SHOCHIKU anime Channel,2026-07-11T09:02:25
5806,2026夏アニメ,追放された転生重騎士はゲーム知識で無双する,False,ED,1,Lv.1 職業：⼈間,ReoNa,https://www.youtube.com/watch?v=ylYL2rDyIHc,131604,ReoNa official YouTube channel,,,,2026-07-10T09:03:11
5806,2026夏アニメ,鉄鍋のジャン！,False,OP,1,火宴,原因は自分にある。,https://www.youtube.com/watch?v=j44OcUcmKCU,47223,原因は自分にある。Official,,,,2026-07-11T09:02:43
5806,2026夏アニメ,鉄鍋のジャン！,False,ED,1,泣いた悪魔,えむにみに,,,,,,,
5806,2026夏アニメ,手札が多めのビクトリア,False,OP,1,一進,ハク。,https://www.youtube.com/watch?v=dm8QPSlRYdI,755728,KADOKAWAanime,https://www.youtube.com/watch?v=dm8QPSlRYdI,755728,KADOKAWAanime,2026-07-15T09:06:33
5806,2026夏アニメ,手札が多めのビクトリア,False,ED,1,縁のつき,KI_EN,https://www.youtube.com/watch?v=-HNOXWE2wVU,170201,KADOKAWAanime,https://www.youtube.com/watch?v=-HNOXWE2wVU,170201,KADOKAWAanime,2026-07-15T09:06:43
5806,2026夏アニメ,転校先の清楚可憐な美少女が、昔男子と思って一緒に遊んだ幼馴染だった件,False,OP,1,夏に重ねて,DIALOGUE+,https://www.youtube.com/watch?v=kP1sP50Tzn4,176059,DIALOGUE＋Official Channel,,,,2026-07-15T09:07:04
5806,2026夏アニメ,転校先の清楚可憐な美少女が、昔男子と思って一緒に遊んだ幼馴染だった件,False,ED,1,Tilt,harmoe,https://www.youtube.com/watch?v=UTEjVKRw1Gs,4523,harmoeオフィシャルYouTubeチャンネル,,,,2026-07-12T09:02:10
5806,2026夏アニメ,天は赤い河のほとり,False,OP,1,暁の空,七海ひろき,https://www.youtube.com/watch?v=qpFcQ1Bek08,215300,VAP Official,https://www.youtube.com/watch?v=cpytH8hQ5BE,65247,VAP Official,2026-07-15T09:07:13
5806,2026夏アニメ,天は赤い河のほとり,False,ED,1,Reunion,清水美依紗,,,,,,,
5806,2026夏アニメ,天幕のジャードゥーガル,False,OP,1,Stella,SEKAI NO OWARI,https://www.youtube.com/watch?v=_GlLp6hyM2E,726508,tv asahi  animation YouTubeチャンネル,https://www.youtube.com/watch?v=_GlLp6hyM2E,726508,tv asahi  animation YouTubeチャンネル,2026-07-14T09:03:24
